TRANSFORMADOR;MACRO;MARCA_CONFIABLE;FRANJA;ETIQUETA;ESTADO_TRAFO;UBICACION;SUBESTACION;CELDA;PERIODO;KVA;MUNICIPIO;CANT_USU;ENERGIAENTRADA;ENERGIASALIDA;ENERGIAENTRADAGEN;CONSUMO_AP;CONSUMO_OTROS;PERDIDAS;IP;PERXUSU;CLIENTES_FACTOR;CLIENTES_OC;CLIENTES_PREPAGOS;CLIENTES_AUTOGENERADORES;CLIENTES_NIVEL>1;CANT_REV;BAL_MANUAL;BALANCECONFIABLE;BALANCEDEFINITIVO;BALANCECRITICADO;REGLA_APLICADA;MATRIZ;COORDENADA_X;COORDENADA_Y;ZONA;GRUPO;PERIOCIDAD;CUADRANTES;NIVEL_DE_TENSION;REGIONALES;GRUP_UBICA;CUAD_UBICA;PERIODO_INICIO;PERIODO_FIN;FILTRO_DESCART;CONSTANTE;RAMAL;ENTRADA_AJUSTADA;PERDIDAS_AJUSTADAS;IP_AJUSTADO;ENERGIASALIDAGEN;RANGO_DE_IP;IP_CALCULADO;RANGO_PERDIDAS;TRAFO_PERIODO;USU_SALEN;USU_NUEVOS;TRAFOS PRIORIZADOS.TRAFO;CANT_USU_TOTAL;CONSUMO_ADICIONAL;KVA_MENOR_15;IP_EFICIENTE_N1;PRIORIDAD;FECHA_INST_MED_MACRO;PERIODO NUM;AÑOS_MES_INSTALA;Aun_Mantener_Despues_Instalacion;Etiqueta_fin;BARRIO;VALIDAR_MI;VALIDAR_AGPE;TRAFOS_CONJUNTOS.TRAFO;VAL_CONJUNTOS;Revisiones_;etiqueta1;etiqueta2;red_abierta;etiqueta3;etiqueta4;etiqueta5;etiqueta6;etiqueta7;perdidas_no_tec;perdidas_total_gw;franja_fin;COLUMNA_FIN;DIRECCION;MARCA_MED;MODELO_MED;NUMERO_MED;SENTIDO_MED;AÑO_MED;RED_TRENZADA;period1;FLAG_Mantener_Venia_BuenoReduccion;FLAG_Ultimo_Periodo_BUENO;Transformadores_Mantener_BuenoReduccion;Acum_12_Perdidas;Acum_12_Entrada;Acum_12_Salida
1T09233;478509;BUENO;REDUCCION;No Tiene Etiqueta;Activo;Urbano;ELSAMAN;ELSC68;202607;75;Villa Del Rosario;25;20.054;15.994;;254,16;0;4.060;20,24%;162,4;0;1;0;0;0;1;N;S;S;APLICO REGLA;Transformadores con la totalidad de los usuarios telemedidos (Prioridad 1);NA;-72,45396393;7,81963978;1;B;Mensual;6;1;CUCUTA;CUAD 4-5-6;CUAD 6 - VILLA DEL ROSARIO;202508;202607;Cumple;40;CENSELSC68-1ELSC68_F;20054;4060;20,25%;; 10%-30%;20,20%; 3000-5000;1T09233202607;0;0;;25;0;CUMPLE;9,12%;1>=100kwh;;202607;;No;Validar;CORREG LA PARADA;SIN_MI;SIN_AGPE;;NO;2;validar;validar;52,25;validar;validar;validar;validar;validar;0,003;0,00405995;Reduccion;Reduccion;CENAF - DAS;ELS;A-1100;13127343;Unidireccional;13;NO_APLICA;202607;0;;0;23352,78;255644,26;232291,48
5T00008;803791;BUENO;REDUCCION;No Tiene Etiqueta;Activo;Urbano;AGUACHICA;AGUC3;202607;113;Aguachica;152;38.160;35.781;;333,72;0;2.379;6,23%;15,5;0;0;2;1;0;2;N;S;S;NO APLICO REGLA;;NA;-73,63459625;8,31007807;2;E;Mensual;17;1;AGUACHICA;CUAD 16-17-18-19-24;CUAD 17 - AGUACHICA;202508;202607;Cumple;60;CENSAGUC3-1AGUC3_F;38160;2379;6,23%;;  5%-10%;6,20%; 2000-3000;5T00008202607;0;0;;153;0;CUMPLE;9,12%;3A>=15kwh;;202607;;No;Validar;CIUDADELA DE LA PAZ;SIN_MI;SOLO_AGPE;;NO;3;validar;Macropuntos;36,71;Macropuntos;Macropuntos;Macropuntos;Macropuntos;Macropuntos;0,001;0,00237909;Reduccion;Reduccion;CIUDADELA DE LA PAZ (MNZC;HEX;HXE34K CT;18997699;Unidireccional;18;NO_APLICA;202607;0;;0;35600,9;401220;365619,1
1T13554;1125674;BUENO;CONTROL;No Tiene Etiqueta;Activo;Urbano;SANMATEO;SANC51;202607;75;San José De Cúcuta;45;16.680;15.708;;178,56;0;972;5,83%;21,6;0;0;0;1;0;3;N;S;S;NO APLICO REGLA;;NA;-72,49293885;7,89382309;1;A;Mensual;20;1;CUCUTA;CUAD 1-2-3-20;CAUD 20 - SEVILLA - SANMATEO;202508;202607;Cumple;40;CENSSANC51-1SANC51_F;16680;972;5,83%;;  5%-10%;5,80%;  500-1000;1T13554202607;0;0;;45;0;CUMPLE;9,12%;3>=20kwh;;202607;;No;Validar;QUINTA ORIENTAL;SIN_MI;SOLO_AGPE;;NO;2;validar;validar;0;validar;validar;validar;validar;validar;0;0,00097244;CONTROL;CONTROL;QUINTA ORIENTAL;HEX;HXE34K CT;23909583;Unidireccional;22;TRENZADO;202607;0;;0;14309,28;195280;180970,72
1T07439;427309;BUENO;REDUCCION;No Tiene Etiqueta;Activo;Urbano;INSULA;INSC93;202607;113;San José De Cúcuta;330;69.780;65.006;;619,92;0;4.774;6,84%;14,2;0;0;27;1;0;2;N;S;S;NO APLICO REGLA;;NA;-72,50973689;7,93719629;1;A;Mensual;2;1;CUCUTA;CUAD 1-2-3-20;CAUD 2 - SEVILLA - INSULA;202508;202607;Cumple;60;CENSINSC93-1INSC93_F;69780;4774;6,84%;;  5%-10%;6,80%; 3000-5000;1T07439202607;0;0;;336;0;CUMPLE;9,12%;4A<15kwh;;202607;;No;Validar;TOLEDO PLATA;SIN_MI;SOLO_AGPE;;NO;3;validar;Macropuntos;0;Macropuntos;Macropuntos;Macropuntos;Macropuntos;Macropuntos;0,002;0,00477372;Reduccion;Reduccion;CLL 13  7B-02 TOLEDO PLATA;HEX;HXE34K CT;21457959;Unidireccional;21;TRENZADO;202607;0;;0;89256,1;809859,2;720603,1
1T01825;801502;BUENO;IP BAJO;No Tiene Etiqueta;Activo;Urbano;SEVILLA;SEVC6;202607;225;San José De Cúcuta;50;60.240;58.249;;1247,04;0;1.991;3,31%;39,8;1;0;0;1;0;18;N;S;S;NO APLICO REGLA;;NA;-72,50003756;7,88931195;1;A;Mensual;20;1;CUCUTA;CUAD 1-2-3-20;CAUD 20 - SEVILLA - SANMATEO;202508;202607;Cumple;80;CENSSEVC6-1SEVC6_F;60240;1991;3,31%;;  0%-5%;3,30%; 1000-2000;1T01825202607;0;0;;50;0;CUMPLE;9,12%;3>=20kwh;;202607;;No;Validar;LATINO;SIN_MI;SOLO_AGPE;;NO;1;validar;validar;1,31;validar;validar;validar;validar;validar;0;0,00199096;IP BAJO;IP BAJO;AVE  1  8-30 LATINO;HEX;HXE34K CT;16528894;Unidireccional;18;TRENZADO;202607;0;;0;27556,47;721268,95;693712,48
1T00468;800355;BUENO;IP BAJO;No Tiene Etiqueta;Activo;Urbano;BELEN;BELC29;202607;75;San José De Cúcuta;128;25.320;24.367;;419,76;0;953;3,76%;7,3;0;0;9;1;0;1;N;S;S;NO APLICO REGLA;;NA;-72,5373723;7,89959018;1;A;Mensual;1;1;CUCUTA;CUAD 1-2-3-20;CUAD 1 - ATALAYA;202508;202607;Cumple;40;CENSBELC29-1BELC29_F;25320;953;3,76%;;  0%-5%;3,80%;  500-1000;1T00468202607;0;0;;130;0;CUMPLE;9,12%;4A<15kwh;;202607;;No;Validar;BELISARIO BETANCOURT;SIN_MI;SOLO_AGPE;;NO;;validar;Macropuntos;3,97;Macropuntos;Macropuntos;Macropuntos;Macropuntos;Macropuntos;0;0,00095313;IP BAJO;IP BAJO;CLL14 14-13 B/BELISARIO;HEX;HXE34K CT;18282584;Unidireccional;18;TRENZADO;202607;0;;0;16859,54;282747,88;265888,34
1T07050;802719;BUENO;IP BAJO;No Tiene Etiqueta;Activo;Urbano;SEVILLA;SEVC11;202607;75;San José De Cúcuta;61;15.120;14.630;;198;0;490;3,24%;8;0;0;0;0;0;2;N;S;S;NO APLICO REGLA;;NA;-72,49296911;7,91100046;1;A;Mensual;20;1;CUCUTA;CUAD 1-2-3-20;CAUD 20 - SEVILLA - SANMATEO;202508;202607;Cumple;40;CENSSEVC11-1SEVC11_F;15120;490;3,24%;;  0%-5%;3,20%;   0-500;1T07050202607;0;0;;61;0;CUMPLE;9,12%;4A<15kwh;;202607;;No;Validar;GUAIMARAL;SIN_MI;SIN_AGPE;;NO;;validar;validar;9,15;validar;validar;validar;validar;validar;0;0,00049;IP BAJO;IP BAJO;AVE 11E  11N-52  BARRIO GAUIMARAL;HEX;HXE34K CT;16529089;Unidireccional;18;TRENZADO;202607;0;;0;8096;199640;191544
1T02883;802230;BUENO;CONTROL;No Tiene Etiqueta;Activo;Urbano;ESCOBAL;ESCC61;202607;75;San José De Cúcuta;136;25.740;23.988;;471,24;0;1.752;6,81%;12,9;0;0;2;0;0;2;N;S;S;NO APLICO REGLA;;NA;-72,473399;7,904435;1;B;Mensual;4;1;CUCUTA;CUAD 4-5-6;CUAD 4 - ESCOBAL;202508;202607;Cumple;60;CENSESCC61-1ESCC61_F;25740;1752;6,81%;;  5%-10%;6,80%; 1000-2000;1T02883202607;0;0;;136;0;CUMPLE;9,12%;4A<15kwh;;202607;;No;Validar;SAN MARTIN;SIN_MI;SIN_AGPE;;NO;;validar;Macropuntos;0,08;Macropuntos;Macropuntos;Macropuntos;Macropuntos;Macropuntos;0,001;0,00175192;CONTROL;CONTROL;AV 7  1N-55 SAN MARTIN;HEX;HXE34K CT;17962891;Unidireccional;18;TRENZADO;202607;0;;0;20999,75;297660;276660,25
1T01120;800912;BUENO;REDUCCION;No Tiene Etiqueta;Activo;Urbano;SEVILLA;SEVC7;202607;113;San José De Cúcuta;169;42.660;40.429;;379,08;0;2.231;5,23%;13,2;0;0;1;0;0;2;N;S;S;NO APLICO REGLA;;NA;-72,516363;7,913801;1;A;Mensual;20;1;CUCUTA;CUAD 1-2-3-20;CAUD 20 - SEVILLA - SANMATEO;202508;202607;Cumple;60;CENSSEVC7-1SEVC7_F;42660;2231;5,23%;;  5%-10%;5,20%; 2000-3000;1T01120202607;0;0;;169;0;CUMPLE;9,12%;4A<15kwh;;202607;;No;Validar;CHAPINERO;SIN_MI;SIN_AGPE;;NO;3;validar;Macropuntos;0;Macropuntos;Macropuntos;Macropuntos;Macropuntos;Macropuntos;0,001;0,00223094;Reduccion;Reduccion;AVE 16B  9AN-52 CHAPINERO;HEX;HXE34K CT;18997597;Unidireccional;18;TRENZADO;202607;0;;0;25537,41;491400;465862,59
1T00233;800172;BUENO;REDUCCION;No Tiene Etiqueta;Activo;Urbano;INSULA;INSC94;202607;75;San José De Cúcuta;174;37.640;34.464;;364,32;0;3.176;8,44%;18,3;0;0;6;0;0;2;N;S;S;NO APLICO REGLA;;NA;-72,50631787;7,93824748;1;A;Mensual;2;1;CUCUTA;CUAD 1-2-3-20;CAUD 2 - SEVILLA - INSULA;202508;202607;Cumple;40;CENSINSC94-1INSC94_F;37640;3176;8,44%;;  5%-10%;8,40%; 3000-5000;1T00233202607;0;0;;174;0;CUMPLE;9,12%;3A>=15kwh;;202607;;No;Validar;AEROPUERTO;SIN_MI;SIN_AGPE;;NO;1;validar;Macropuntos;0;Macropuntos;Macropuntos;Macropuntos;Macropuntos;Macropuntos;0,002;0,00317646;Reduccion;Reduccion;AV 5 16A-45 AEROPUERTO;HEX;HXE34K CT;18997655;Unidireccional;18;TRENZADO;202607;0;;0;37451,49;416200;378748,51
1T00282;800218;BUENO;REDUCCION;No Tiene Etiqueta;Activo;Urbano;INSULA;INSC93;202607;113;San José De Cúcuta;117;28.620;26.372;;245,52;0;2.248;7,85%;19,2;0;0;4;0;0;2;N;S;S;NO APLICO REGLA;;NA;-72,50526609;7,94732239;1;A;Mensual;2;1;CUCUTA;CUAD 1-2-3-20;CAUD 2 - SEVILLA - INSULA;202508;202607;Cumple;60;CENSINSC93-1INSC93_F;28620;2248;7,85%;;  5%-10%;7,90%; 2000-3000;1T00282202607;0;0;;117;0;CUMPLE;9,12%;3A>=15kwh;;202607;;No;Validar;TRIGAL DEL NORTE;SIN_MI;SIN_AGPE;;NO;3;validar;Macropuntos;98,73;Macropuntos;Macropuntos;Macropuntos;Macropuntos;Macropuntos;0,001;0,00224771;Reduccion;Reduccion;AV.  1N  0A-130-1  TRIGAL DEL;HEX;HXE34K CT;18282251;Unidireccional;18;NO_APLICA;202607;0;;0;23893,35;314340;290446,65
1T00296;800232;BUENO;IP BAJO;No Tiene Etiqueta;Activo;Urbano;INSULA;INSC93;202607;75;San José De Cúcuta;66;12.840;12.291;;163,44;0;549;4,28%;8,3;0;0;3;0;0;2;N;S;S;NO APLICO REGLA;;NA;-72,50930183;7,94801645;1;A;Mensual;2;1;CUCUTA;CUAD 1-2-3-20;CAUD 2 - SEVILLA - INSULA;202508;202607;Cumple;40;CENSINSC93-1INSC93_F;12840;549;4,28%;;  0%-5%;4,30%;  500-1000;1T00296202607;0;0;;66;0;CUMPLE;9,12%;4A<15kwh;;202607;;No;Validar;MOLINOS DEL NORTE;SIN_MI;SIN_AGPE;;NO;;validar;validar;96,33;Red_abierta > 60%;Red_abierta > 60%;Red_abierta > 60%;Red_abierta > 60%;Red_abierta > 60%;0;0,00054949;IP BAJO;IP BAJO;AVE 6N  6-08 MOLINOS DEL NORTE;HEX;HXE34K CT;17962962;Unidireccional;18;NO_APLICA;202607;0;;0;5206,1;144960;139753,9
1T00578;800449;BUENO;IP BAJO;No Tiene Etiqueta;Activo;Urbano;ATALAYA;ATAC87;202607;75;San José De Cúcuta;131;22.960;22.631;;226,8;0;329;1,43%;2,3;0;0;48;0;0;2;N;S;S;NO APLICO REGLA;;NA;-72,52855889;7,9046816;1;A;Mensual;1;1;CUCUTA;CUAD 1-2-3-20;CUAD 1 - ATALAYA;202508;202607;Cumple;40;CENSATAC87-1ATAC87_F;22960;329;1,43%;;  0%-5%;1,40%;   0-500;1T00578202607;0;0;;141;0;CUMPLE;9,12%;4A<15kwh;;202607;;No;Validar;PALMERAS;SIN_MI;SIN_AGPE;;NO;4;validar;Macropuntos;0;Macropuntos;Macropuntos;Macropuntos;Macropuntos;Macropuntos;0;0,00032909;IP BAJO;IP BAJO;MZ 30 LOTE 15 PALMERAS;HEX;HXE34K CT;20368717;Unidireccional;18;TRENZADO;202607;0;;0;8482,17;277240;268757,83
1T08265;430756;BUENO;IP BAJO;No Tiene Etiqueta;Activo;Urbano;ESCOBAL;ESCC61;202607;45;San José De Cúcuta;76;15.641;15.958;;182,52;0;-317;-2,03%;-4,2;0;0;5;0;0;2;S;S;S;NO APLICO REGLA;;NA;-72,46674975;7,89031136;1;B;Mensual;4;1;CUCUTA;CUAD 4-5-6;CUAD 4 - ESCOBAL;202508;202607;Cumple;1;CENSESCC61-1ESCC61_F;15641;-317;-2,03%;;   <0%;-2,00%;    <0;1T08265202607;0;0;;76;0;CUMPLE;9,12%;4A<15kwh;;202607;;No;Validar;SANTA ANA;SIN_MI;SIN_AGPE;;NO;1;validar;validar;11,8;validar;validar;validar;validar;validar;-0,001;-0,00031696;IP BAJO;IP BAJO;AVE 4A 6-84 B/SANTA ANA;HEX;HXE34K CT;20368979;Unidireccional;20;NO_APLICA;202607;0;;0;10273,59;307004;296730,41
1T07442;436295;BUENO;CONTROL;No Tiene Etiqueta;Activo;Urbano;SEVILLA;SEVC3;202607;113;San José De Cúcuta;143;35.400;33.527;;232,92;0;1.873;5,29%;13;0;0;0;0;0;2;N;S;S;NO APLICO REGLA;;NA;-72,510066;7,919937;1;A;Mensual;2;1;CUCUTA;CUAD 1-2-3-20;CAUD 2 - SEVILLA - INSULA;202508;202607;Cumple;60;CENSSEVC3-1SEVC3_F;35400;1873;5,29%;;  5%-10%;5,30%; 1000-2000;1T07442202607;0;0;;144;0;CUMPLE;9,12%;4A<15kwh;;202607;;No;Validar;AMERICAS;SIN_MI;SIN_AGPE;;NO;3;validar;Macropuntos;0;Macropuntos;Macropuntos;Macropuntos;Macropuntos;Macropuntos;0,001;0,00187308;CONTROL;CONTROL;PORTAL DE LAS AMERICAS;HEX;HXE34K CT;23909529;Unidireccional;22;TRENZADO;202607;0;;0;15936,96;391620;375683,04
1T00220;800159;BUENO;REDUCCION;No Tiene Etiqueta;Activo;Urbano;INSULA;INSC92;202607;75;San José De Cúcuta;178;35.440;33.304;;378;0;2.136;6,03%;11,7;0;0;34;0;0;2;N;S;S;NO APLICO REGLA;;NA;-72,51992084;7,94878727;1;A;Mensual;2;1;CUCUTA;CUAD 1-2-3-20;CAUD 2 - SEVILLA - INSULA;202508;202607;Cumple;40;CENSINSC92EC_1-INSC92_1057154_MOLINOS;35440;2136;6,03%;;  5%-10%;6,00%; 2000-3000;1T00220202607;0;0;;183;0;CUMPLE;9,12%;4A<15kwh;;202607;;No;Validar;SIMON BOLIVAR;SIN_MI;SIN_AGPE;;NO;10;validar;Macropuntos;2,86;Macropuntos;Macropuntos;Macropuntos;Macropuntos;Macropuntos;0,001;0,00213645;Reduccion;Reduccion;CLL 18  25-93 SIMON BOLIVAR MPIO CUCUTA;HEX;HXE34K CT;20368927;Unidireccional;20;TRENZADO;202607;0;;0;44416,05;431400;386983,95
5T02961;1056574;BUENO;CONTROL;No Tiene Etiqueta;Activo;Urbano;AGUACHICA;AGUC8;202607;30;Aguachica;25;7.560;6.050;;249,48;0;1.510;19,97%;58,1;0;0;1;0;0;2;N;S;S;NO APLICO REGLA;;NA;-73,59668164;8,31428244;2;E;Mensual;17;1;AGUACHICA;CUAD 16-17-18-19-24;CUAD 17 - AGUACHICA;202508;202607;Cumple;20;CENSAGUC8-1AGUC8_F;7560;1510;19,97%;; 10%-30%;20,00%; 1000-2000;5T02961202607;0;0;;26;0;CUMPLE;9,12%;2>=40kwh;;202607;;No;Validar;MARIA EUGENIA;SIN_MI;SIN_AGPE;;NO;;validar;validar;0;validar;validar;validar;validar;validar;0,001;0,00150952;Reduccion;Reduccion;CRA 40 / CALLE 1 - AGUACHICA;HEX;HXE34K CT;18997722;Unidireccional;18;TRENZADO;202607;0;;0;14459,24;79980;65520,76
5T00313;433444;BUENO;REDUCCION;No Tiene Etiqueta;Activo;Urbano;GAMARRA;GAMC3;202607;45;Morales;40;7.960;5.083;;216;0;2.877;36,14%;71,9;0;0;0;0;0;2;N;S;S;NO APLICO REGLA;;NA;-73,86728801;8,27520443;2;E;Mensual;19;1;AGUACHICA;CUAD 16-17-18-19-24;CUAD 19 - GAMARRA;202508;202607;Cumple;40;CENSGAMC3EC_2-GAMC3_1059616_VDA CAÑO VIEJO;7960;2877;36,14%;; 30%-50%;36,10%; 2000-3000;5T00313202607;0;0;;40;0;CUMPLE;9,12%;2>=40kwh;;202607;;No;Validar;NULO;SIN_MI;SIN_AGPE;;NO;;validar;validar;3,95;validar;validar;validar;validar;validar;0,003;0,002877;Reduccion;Reduccion;CLL 15  7-10  MORALES;HEX;HXE34K CT;18997673;Unidireccional;18;TRENZADO;202607;0;;0;8013;53446;45433
4T00044;803133;BUENO;REDUCCION;No Tiene Etiqueta;Activo;Urbano;PLANTA_TIBU;TIBTIBU1;202607;113;Tibú;73;25.800;22.095;;486;0;3.705;14,36%;50,8;0;0;0;0;0;2;N;S;S;NO APLICO REGLA;;APLICA;-72,73454465;8,63867512;3;F;Mensual;9;1;TIBU;CUAD 9-25-26-27;CUAD 9 - TIBU;202508;202607;Cumple;60;CENSTIBTIBU1-1TIBTIBU1_F;25800;3705;14,36%;; 10%-30%;14,40%; 3000-5000;4T00044202607;0;0;;73;0;CUMPLE;9,12%;2>=40kwh;;202607;;No;Validar;EL CARMEN;SIN_MI;SIN_AGPE;;NO;29;validar;validar;10,28;validar;validar;validar;validar;validar;0,003;0,003705;Reduccion;Reduccion;KDX 29-A CRA5  7-33**CARMEN;HEX;HXE34K CT;23909153;Unidireccional;22;NO_APLICA;202607;0;;0;41821,4;268140;226318,6
3T02647;548570;BUENO;CONTROL;No Tiene Etiqueta;Activo;Urbano;OCAÑA;OCAOCANA2;202607;75;Ocaña;181;18.400;17.300;;201,6;0;1.100;5,98%;6,1;0;0;0;0;0;2;N;S;S;NO APLICO REGLA;;NA;-73,34415429;8,23495378;2;D;Mensual;12;1;OCAÑA;CUAD 12-13-14-15;CUAD 12 - OCAÑA URBANO Y RURAL;202508;202607;Cumple;40;CENSOCAOCANA2-1OCAOCANA2_F;18400;1100;5,98%;;  5%-10%;6,00%; 1000-2000;3T02647202607;0;0;;181;0;CUMPLE;9,12%;4A<15kwh;;202607;;No;Validar;NULO;SIN_MI;SIN_AGPE;;NO;5;validar;Macropuntos;0;Macropuntos;Macropuntos;Macropuntos;Macropuntos;Macropuntos;0;0,0011004;CONTROL;CONTROL;CRA 10 CASA 16 LOS ALAMOS;HEX;HXE34K CT;17969859;Unidireccional;18;TRENZADO;202607;0;;0;13845,8;206760;192914,2
3T00290;803590;BUENO;CONTROL;No Tiene Etiqueta;Activo;Urbano;OCAÑA;OCAOCANA3;202607;113;Ocaña;79;11.520;10.408;;205,2;0;1.112;9,65%;14,1;0;0;0;0;0;2;N;S;S;NO APLICO REGLA;;NA;-73,35900581;8,25540382;2;D;Mensual;12;1;OCAÑA;CUAD 12-13-14-15;CUAD 12 - OCAÑA URBANO Y RURAL;202508;202607;Cumple;60;CENSOCAOCANA3-1OCAOCANA3_F;11520;1112;9,65%;;  5%-10%;9,70%; 1000-2000;3T00290202607;0;0;;79;0;CUMPLE;9,12%;4A<15kwh;;202607;;No;Validar;CIUDAD JARDIN;SIN_MI;SIN_AGPE;;NO;;validar;validar;80,68;Red_abierta > 60%;Red_abierta > 60%;Red_abierta > 60%;Red_abierta > 60%;Red_abierta > 60%;0,001;0,0011118;CONTROL;CONTROL;CIUDAD JARDIN;HEX;HXE34K CT;17969853;Unidireccional;18;NO_APLICA;202607;0;;0;14187,6;127620;113432,4
3T00283;803584;BUENO;REDUCCION;No Tiene Etiqueta;Activo;Urbano;OCAÑA;OCAOCANA2;202607;75;Ocaña;203;31.770;29.566;;356,4;0;2.204;6,94%;10,8;0;0;0;0;0;2;N;S;S;NO APLICO REGLA;;NA;-73,36232055;8,24426672;2;D;Mensual;12;1;OCAÑA;CUAD 12-13-14-15;CUAD 12 - OCAÑA URBANO Y RURAL;202508;202607;Cumple;30;CENSOCAOCANA2-1OCAOCANA2_F;31770;2204;6,94%;;  5%-10%;6,90%; 2000-3000;3T00283202607;0;0;;204;0;CUMPLE;9,12%;4A<15kwh;;202607;;No;Validar;LANDIA;SIN_MI;SIN_AGPE;;NO;2;validar;Macropuntos;52,16;Macropuntos;Macropuntos;Macropuntos;Macropuntos;Macropuntos;0,001;0,0022036;Reduccion;Reduccion;BARRIO EL LANDIA;HEX;HXE34K CT;16410691;Unidireccional;18;NO_APLICA;202607;0;;0;26793,2;337440;310646,8
1T02396;650108;BUENO;CONTROL;No Tiene Etiqueta;Activo;Urbano;SANMATEO;SANC43;202607;75;Villa Del Rosario;153;28.360;26.932;;358,92;0;1.428;5,04%;9;0;0;30;0;0;2;N;S;S;NO APLICO REGLA;;NA;-72,47262596;7,84720627;1;B;Mensual;6;1;CUCUTA;CUAD 4-5-6;CUAD 6 - VILLA DEL ROSARIO;202508;202607;Cumple;40;CENSSANC43-1SANC43_F;28360;1428;5,04%;;  5%-10%;5,00%; 1000-2000;1T02396202607;0;0;;159;0;CUMPLE;9,12%;4A<15kwh;;202607;;No;Validar;20 DE JULIO;SIN_MI;SIN_AGPE;;NO;1;validar;Macropuntos;0;Macropuntos;Macropuntos;Macropuntos;Macropuntos;Macropuntos;0;0,00142799;CONTROL;CONTROL;CRA 11 10N-81 20 DE JULIO;HEX;HXE34K CT;16410738;Unidireccional;18;TRENZADO;202607;0;;0;16473,07;324840;308366,93
1T02203;801790;BUENO;REDUCCION;No Tiene Etiqueta;Activo;Urbano;PATIOS;PATC1;202607;75;Los Patios;103;18.420;15.873;;596,16;0;2.547;13,83%;24,7;0;0;1;0;0;2;N;S;S;NO APLICO REGLA;;NA;-72,52002509;7,81215359;1;B;Mensual;5;1;CUCUTA;CUAD 4-5-6;CAUD 5 - PATIOS;202508;202607;Cumple;60;CENSPATC1-1PATC1_F;18420;2547;13,83%;; 10%-30%;13,80%; 2000-3000;1T02203202607;0;0;;103;0;CUMPLE;9,12%;3>=20kwh;;202607;;No;Validar;MONTEBELLO I;SIN_MI;SIN_AGPE;;NO;2;validar;Macropuntos;84,29;Macropuntos;Macropuntos;Macropuntos;Macropuntos;Macropuntos;0,002;0,00254683;Reduccion;Reduccion;AVE 12 13A-02 B/MONTEBELLO;HEX;HXE34K CT;18486775;Unidireccional;18;NO_APLICA;202607;0;;0;18637,55;208200;189562,45
1T02133;801728;BUENO;CONTROL;No Tiene Etiqueta;Activo;Urbano;SANMATEO;SANC59;202607;45;Los Patios;53;15.840;14.196;;348,48;0;1.644;10,38%;31;0;0;0;0;0;2;N;S;S;NO APLICO REGLA;;APLICA;-72,505407;7,846207;1;B;Mensual;5;1;CUCUTA;CUAD 4-5-6;CAUD 5 - PATIOS;202508;202607;Cumple;30;CENSSANC59-1SANC59_F;15840;1644;10,38%;; 10%-30%;10,40%; 1000-2000;1T02133202607;0;0;;53;0;CUMPLE;9,12%;3>=20kwh;;202607;;No;Validar;LA SABANA;SIN_MI;SIN_AGPE;;NO;;validar;validar;96,63;Red_abierta > 60%;Red_abierta > 60%;Red_abierta > 60%;Red_abierta > 60%;Red_abierta > 60%;0,001;0,00164352;CONTROL;CONTROL;AVE 10 37-66 PATIOS CENTRO;HEX;HXE34K CT;18282288;Unidireccional;18;NO_APLICA;202607;0;;0;16823,24;193050;176226,76
5T00126;803897;BUENO;REDUCCION;No Tiene Etiqueta;Activo;Urbano;AGUACHICA;AGUC7;202607;75;Aguachica;78;27.440;25.185;;282,96;0;2.255;8,22%;28,5;0;0;1;0;0;3;N;S;S;NO APLICO REGLA;;NA;-73,61140798;8,30474235;2;E;Mensual;17;1;AGUACHICA;CUAD 16-17-18-19-24;CUAD 17 - AGUACHICA;202508;202607;Cumple;40;CENSAGUC7-1AGUC7_F;27440;2255;8,22%;;  5%-10%;8,20%; 2000-3000;5T00126202607;0;0;;79;0;CUMPLE;9,12%;3>=20kwh;;202607;;No;Validar;NULO;SIN_MI;SIN_AGPE;;NO;31;validar;validar;42,83;validar;validar;validar;validar;validar;0,001;0,00225504;Reduccion;Reduccion;CLL 12 CRA 23 Y 24 URB. COOMULTRASAN;HEX;HXE34K CT;25648242;Unidireccional;24;NO_APLICA;202607;0;;0;20216,48;275344;255127,52
4T02122;1133397;BUENO;REDUCCION;No Tiene Etiqueta;Activo;Rural;PLANTA_TIBU;TIBTIBU2;202607;45;Tibú;38;8.680;4.586;;725,04;0;4.094;47,17%;107,7;0;0;0;0;0;13;N;S;S;NO APLICO REGLA;;APLICA;-72,69820613;8,6356882;3;F;Mensual;9;1;TIBU;CUAD 9-25-26-27;CUAD 9 - TIBU;202508;202607;Cumple;40;CENSTIBTIBU2EC_2-TIBTIBU2_1127743_TIBÚ;8680;4094;47,17%;; 30%-50%;47,20%; 3000-5000;4T02122202607;0;0;;38;0;CUMPLE;9,12%;1>=100kwh;;202607;;No;Validar;LA CUATRO;SIN_MI;SIN_AGPE;;NO;17;Revision;Revision;26,19;Revision;Revision;Revision;Revision;Revision;0,004;0,00409396;Reduccion;Reduccion;VDA LA CUATRO;HEX;HXE34K CT;23909256;Unidireccional;22;NO_APLICA;202607;0;;0;54077,68;106960;52882,32
